"Date","FEDERALBNK.NS.Open","FEDERALBNK.NS.High","FEDERALBNK.NS.Low","FEDERALBNK.NS.Close","FEDERALBNK.NS.Volume","FEDERALBNK.NS.Adjusted"
2016-09-01,68.75,70.65,68.55,69.65,9047800,69.65
2016-09-02,69.75,70.45,69.2,70.1,3622800,70.1
2016-09-05,70.1,70.1,70.1,70.1,0,70.1
2016-09-06,70.3,72.2,70.3,71.8,8454600,71.8
2016-09-07,72.25,76.3,72,74.4,26037800,74.4
2016-09-08,74.45,74.6,72.8,73.8,7022200,73.8
2016-09-09,73.7,74.05,72.6,73.45,5164400,73.45
2016-09-12,70.5,72.3,70.25,70.9,5177800,70.9
2016-09-13,70.9,70.9,70.9,70.9,0,70.9
2016-09-14,71,73.1,71,72.4,11568200,72.4
2016-09-15,72.75,72.9,70.2,71.55,7865500,71.55
2016-09-16,72,73.55,71.9,72.45,11056300,72.45
2016-09-19,72.65,74.45,72.2,74.05,5894400,74.05
2016-09-20,74.1,74.15,71.5,71.9,6794400,71.9
2016-09-21,72.35,72.45,70.7,71,6666500,71
2016-09-22,71.9,73.95,71.65,73.2,24121500,73.2
2016-09-23,73.75,73.85,72.4,72.9,6961700,72.9
2016-09-26,72.35,74.2,72.2,72.95,6201400,72.95
2016-09-27,73.3,73.65,72.3,72.4,5441100,72.4
2016-09-28,72.45,75.85,72.4,75.55,29019500,75.55
2016-09-29,76.6,76.65,68.15,70.3,18495600,70.3
2016-09-30,70.2,72.6,69.55,72,6218200,72
2016-10-03,73,74.7,72.45,74.3,4341500,74.3
2016-10-04,74.9,75.8,73.95,75.4,7429100,75.4
2016-10-05,75.6,75.95,73.95,74.3,6759400,74.3
2016-10-06,74.35,74.7,72.5,73.05,4579100,73.05
2016-10-07,73.35,73.6,72.65,73.2,3069200,73.2
2016-10-10,73.3,73.6,72.5,73,2972700,73
2016-10-11,73,73,73,73,0,73
2016-10-12,73,73,73,73,0,73
2016-10-13,72.65,72.8,69.25,70.55,5978100,70.55
2016-10-14,70.75,71.2,69.9,70.95,6368600,70.95
2016-10-17,71.3,71.7,69.65,70.1,5675800,70.1
2016-10-18,70.2,72.35,70.2,71.9,3867200,71.9
2016-10-19,72.2,72.2,70.4,70.6,4782300,70.6
2016-10-20,71.95,73.75,70.8,73.25,6750700,73.25
2016-10-21,73,73.5,71.55,73.15,3738000,73.15
2016-10-24,73.8,75.4,72.7,75,6862500,75
2016-10-25,75,81.8,74.1,81.2,31819500,81.2
2016-10-26,81.05,85.95,79.85,82,32173600,82
2016-10-27,81.75,82.3,80.15,81.55,10643000,81.55
2016-10-28,81.3,83.3,80.75,81.95,6723100,81.95
2016-10-31,81.95,81.95,81.95,81.95,0,81.95
2016-11-01,82.6,83.2,80.8,81.9,11624900,81.9
2016-11-02,80,80.75,78.7,79.45,5538900,79.45
2016-11-03,79.15,80.3,76.65,76.85,10153000,76.85
2016-11-04,77.45,78.4,75.05,76.6,6653500,76.6
2016-11-07,78.25,78.3,77,77.25,7582700,77.25
2016-11-08,77.9,78.15,76.75,77.1,12990100,77.1
2016-11-09,70,76.8,69.4,76.2,19145100,76.2
2016-11-10,77.4,82,77.4,80.3,26573300,80.3
2016-11-11,81,83.1,76.75,77.3,24565700,77.3
2016-11-14,77.3,77.3,77.3,77.3,0,77.3
2016-11-15,77.7,78.5,70.6,73.8,16479000,73.8
2016-11-16,75.75,76.25,71.75,72.35,12966500,72.35
2016-11-17,73,74.25,72.15,73.05,11953000,73.05
2016-11-18,73.8,74,70.8,71.1,11193600,71.1
2016-11-21,71.85,71.85,65.6,66.95,17945500,66.95
2016-11-22,68.45,69.9,66.55,69.65,13321400,69.65
2016-11-23,70.1,70.7,68.65,69.6,7841300,69.6
2016-11-24,69,69.15,67.55,67.9,10846600,67.9
2016-11-25,68.5,71.45,68,70.65,9039700,70.65
2016-11-28,68.85,70.5,68.55,69.95,8137800,69.95
2016-11-29,70.45,71,69.35,69.55,5027900,69.55
2016-11-30,70,71.3,69.6,70.8,8407200,70.8
2016-12-01,70.7,71.1,69.1,69.35,4137400,69.35
2016-12-02,68,69.2,67.5,68.2,7125800,68.2
2016-12-05,68.3,68.8,67.7,68.2,4307800,68.2
2016-12-06,68.55,70,67.55,69.85,10265100,69.85
2016-12-07,70,72.45,68.5,69.2,22578200,69.2
2016-12-08,69.6,70.6,69.5,70.3,4566600,70.3
2016-12-09,71.2,71.65,70,71.2,6304500,71.2
2016-12-12,71.7,71.75,69.9,70.55,5402900,70.55
2016-12-13,70.05,71.45,69.55,70.95,4723600,70.95
2016-12-14,71.3,71.3,69.45,69.65,5276200,69.65
2016-12-15,68.5,70.7,68.5,69.45,5290200,69.45
2016-12-16,69.7,69.95,68.4,68.6,3990300,68.6
2016-12-19,68.45,68.45,67.65,68,3926900,68
2016-12-20,68,68.45,67.5,67.8,4616300,67.8
2016-12-21,68,68.4,66.75,67,3179000,67
2016-12-22,66.8,66.95,65.55,65.8,2898200,65.8
2016-12-23,66,66.45,64.2,65,7838000,65
2016-12-26,65.45,65.5,61.8,62.4,5115500,62.4
2016-12-27,62.85,64.85,62.6,64.3,5719200,64.3
2016-12-28,64.55,66.1,63.8,65.3,5619400,65.3
2016-12-29,65.65,66.85,64.6,66.25,12506200,66.25
2016-12-30,66.5,67.65,66.15,66.85,2818500,66.85
2017-01-02,67.1,67.55,65.7,66.05,6869500,66.05
2017-01-03,66.5,66.8,65.7,66.15,3323500,66.15
2017-01-04,66.35,66.9,65.5,65.75,3698800,65.75
2017-01-05,66.1,68,65.95,67.5,10842200,67.5
2017-01-06,67.75,68.5,66.95,67.2,4708500,67.2
2017-01-09,67.85,68.5,67.15,68.35,2886700,68.35
2017-01-10,68.85,70,68.4,69.9,6108600,69.9
2017-01-11,70.5,73.7,70.1,72.55,16348700,72.55
2017-01-12,72.8,73.75,71.8,72.35,6726500,72.35
2017-01-13,72.9,73.45,71.2,72.55,6595400,72.55
2017-01-16,72.95,75.15,72.5,74.7,8724300,74.7
2017-01-17,75,76.1,74.65,75.55,9160500,75.55
2017-01-18,75.6,77,75.55,76.8,8962700,76.8
2017-01-19,77.25,78,74.3,77.1,28956700,77.1
2017-01-20,77,79.7,76.75,78.05,22158000,78.05
2017-01-23,78.25,79.1,77.45,78,9675400,78
2017-01-24,78.25,80,77.9,78.55,10442500,78.55
2017-01-25,79.7,79.7,77.95,78.8,12644200,78.8
2017-01-26,78.8,78.8,78.8,78.8,0,78.8
2017-01-27,79.15,79.8,78.2,78.6,8489900,78.6
2017-01-30,78.5,78.75,77.25,77.45,4483800,77.45
2017-01-31,77.5,77.6,75.45,76.05,5736300,76.05
2017-02-01,76.5,80,76.3,79.35,12935800,79.35
2017-02-02,79.6,84.5,78.8,83.9,19430100,83.9
2017-02-03,85.45,85.9,84,84.55,14665500,84.55
2017-02-06,85.5,85.5,83.15,84,9154200,84
2017-02-07,84.45,84.45,82.4,83.05,5880700,83.05
2017-02-08,83.2,84,81.8,83.4,8267400,83.4
2017-02-09,84,85.6,83,83.9,17910700,83.9
2017-02-10,84.4,84.9,83.55,84.45,13089700,84.45
2017-02-13,84.85,85,82.75,83.95,5544000,83.95
2017-02-14,84,84,82.8,83.15,3252300,83.15
2017-02-15,83.45,83.55,79.85,81.05,6613300,81.05
2017-02-16,80.95,83.4,80.4,82.6,5367100,82.6
2017-02-17,83,85.1,83,83.4,12809100,83.4
2017-02-20,83.75,86.5,82.65,85.95,20619500,85.95
2017-02-21,85.85,87.25,85.5,86.1,12978800,86.1
2017-02-22,86,86.25,83.55,84.3,7316200,84.3
2017-02-23,84.9,85.35,83.65,84.1,8264100,84.1
2017-02-24,84.1,84.1,84.1,84.1,0,84.1
2017-02-27,83.55,83.95,82.3,83.3,6370400,83.3
2017-02-28,83.35,88.15,82.8,87.35,23920000,87.35
2017-03-01,88.2,89.8,86.7,88.05,17916700,88.05
2017-03-02,88.15,89.55,84.4,84.85,14605100,84.85
2017-03-03,85.2,85.65,83.6,85.3,8213400,85.3
2017-03-06,85.85,85.9,84.5,85.35,8550500,85.35
2017-03-07,85.45,85.65,84.25,84.65,3452500,84.65
2017-03-08,84.8,85.45,82.85,84.3,4694600,84.3
2017-03-09,84.75,86.8,83.95,85.6,7857800,85.6
2017-03-10,86.25,86.8,84.55,85,5344700,85
2017-03-13,85,85,85,85,0,85
2017-03-14,87.25,87.6,85.7,86.35,8366200,86.35
2017-03-15,85.3,87.7,85.3,86.4,7212700,86.4
2017-03-16,86.6,89.25,86.6,88.45,11395800,88.45
2017-03-17,88.9,88.95,86.75,87.3,5464600,87.3
2017-03-20,87.35,87.75,85.9,86.9,4625400,86.9
2017-03-21,87,89,86.05,88.75,9967600,88.75
2017-03-22,87.65,88.65,86.8,87.05,5306900,87.05
2017-03-23,87.1,88.45,87.1,88.25,5781600,88.25
2017-03-24,88.35,90.65,88.05,89.85,14152900,89.85
2017-03-27,90.4,91.15,89.5,90,8532400,90
2017-03-28,90.75,91.4,90.3,90.55,9189600,90.55
2017-03-29,90.95,91.5,89.85,91.15,7031000,91.15
2017-03-30,91.5,91.85,90.4,90.75,8351400,90.75
2017-03-31,90.05,92,90.05,91.45,7827600,91.45
2017-04-03,91.55,91.7,89.85,90.5,6097400,90.5
2017-04-04,90.5,90.5,90.5,90.5,0,90.5
2017-04-05,90.85,91.5,90.1,91,6349500,91
2017-04-06,91,91.05,88.65,88.9,11782200,88.9
2017-04-07,88.7,89.65,87,87.85,10143100,87.85
2017-04-10,88.2,90.3,87.9,89.95,4237000,89.95
2017-04-11,90.55,92.35,90.1,92,8236300,92
2017-04-12,92,93.65,90.65,92.55,13239200,92.55
2017-04-13,92.6,93.4,92.35,92.6,5563400,92.6
2017-04-14,92.6,92.6,92.6,92.6,0,92.6
2017-04-17,92.55,93.15,91.6,92.55,3660700,92.55
2017-04-18,93,94.35,91.35,91.95,7449700,91.95
2017-04-19,91.85,92.5,91,91.65,5784200,91.65
2017-04-20,92,92.95,91.5,92.55,4662100,92.55
2017-04-21,92.9,94,91.95,92.35,5605600,92.35
