"Date","ENGINERSIN.NS.Open","ENGINERSIN.NS.High","ENGINERSIN.NS.Low","ENGINERSIN.NS.Close","ENGINERSIN.NS.Volume","ENGINERSIN.NS.Adjusted"
2016-08-15,217.39999,217.39999,217.39999,217.39999,0,105.286
2016-08-16,217.8,223.89999,216.7,222.8,1236000,107.9012
2016-08-17,223.39999,229.5,223,228.10001,1789000,110.46797
2016-08-18,228,232.8,227.2,228.39999,1921700,110.61326
2016-08-19,230,237.64999,228.8,235.8,2043300,114.19705
2016-08-22,236.8,239.85001,231,232.55,2369900,112.62309
2016-08-23,233.89999,236.55,229,231.85001,1327300,112.28408
2016-08-24,244.89999,254.25,238,251.2,19951400,121.65521
2016-08-25,252.8,266.5,252,260.25,18732700,126.03809
2016-08-26,261,269,261,264,9414400,127.85421
2016-08-29,264.5,267.39999,261.5,264.70001,2865500,128.19322
2016-08-30,265.10001,268.45001,263.04999,264.64999,1714300,128.16899
2016-08-31,263.29999,267.64999,260.45001,261.60001,3067000,126.6919
2016-09-01,261.95001,276.14999,261.29999,269.60001,7863000,130.56627
2016-09-02,271,274,267.60001,269.64999,4157200,130.59048
2016-09-05,269.64999,269.64999,269.64999,269.64999,0,130.59048
2016-09-06,270.79999,273.10001,268,269.25,1558400,130.39676
2016-09-07,275.89999,275.89999,267.10001,267.70001,3886700,131.60118
2016-09-08,268.89999,273.29999,268.25,270.60001,3116500,133.02682
2016-09-09,269,271,264.29999,265.14999,3102300,130.3476
2016-09-12,261,263.39999,250.35001,252.7,2703600,124.22718
2016-09-13,252.7,252.7,252.7,252.7,0,124.22718
2016-09-14,252.2,261.79999,252.2,259.5,2584400,127.57006
2016-09-15,262,263.5,256.5,257.45001,2284200,126.56229
2016-09-16,258.29999,263.39999,252.25,256.04999,2648900,125.87404
2016-09-19,257,267,255,265.25,2957700,130.39676
2016-09-20,266.85001,269.10001,261.20001,261.75,2118200,128.67616
2016-09-21,262.04999,263.89999,256,257.54999,1810300,126.61144
2016-09-22,261,264.5,258.64999,261.64999,2954300,128.627
2016-09-23,261,261.85001,255.14999,256.29999,2304100,125.99694
2016-09-26,257.14999,259.70001,253.05,255.3,1755500,125.50535
2016-09-27,256,257.29999,250.39999,252.39999,1955300,124.0797
2016-09-28,252,257.89999,251.85001,256.64999,1478400,126.169
2016-09-29,257.04999,258.89999,235.3,240.89999,3404400,118.42631
2016-09-30,242.7,250.85001,237.55,248.45,1348000,122.13789
2016-10-03,250.7,256.25,245,254.3,1895600,125.01375
2016-10-04,254.10001,255.89999,250.60001,253.55,712500,124.64505
2016-10-05,255.5,258.79999,252,254.45,1908200,125.08748
2016-10-06,255.10001,264.20001,254.5,257.79999,2066100,126.73434
2016-10-07,260.35001,270.5,259.29999,267.20001,5643400,131.35538
2016-10-10,265,271,263.25,266.20001,4147200,130.86379
2016-10-11,266.20001,266.20001,266.20001,266.20001,0,130.86379
2016-10-12,266.20001,266.20001,266.20001,266.20001,0,130.86379
2016-10-13,264.79999,265,248.25,253.95,4187800,124.84168
2016-10-14,256.39999,257.14999,251.05,253.95,4119100,124.84168
2016-10-17,254.2,262,251.75,255.89999,3361300,125.8003
2016-10-18,257.79999,263.75,256.5,263,1840900,129.29066
2016-10-19,264.89999,265,257,259.54999,2645100,127.59464
2016-10-20,261,267.25,258.89999,266.04999,4048900,130.79003
2016-10-21,267,268.70001,263.39999,267.39999,2653400,131.4537
2016-10-24,269.70001,277.89999,265.54999,276.64999,6691500,136.00099
2016-10-25,277.85001,278.95001,271,272.95001,3953900,134.18208
2016-10-26,273,277.29999,266.70001,270.25,3568200,132.85476
2016-10-27,269.5,272.85001,264.10001,268,2575300,131.74866
2016-10-28,268.39999,273.5,267,269.35001,2227200,132.41232
2016-10-31,269.35001,269.35001,269.35001,269.35001,0,132.41232
2016-11-01,272,275.85001,271,271.64999,1543500,133.54299
2016-11-02,268.39999,268.95001,260.29999,262.35001,2180300,128.97112
2016-11-03,261.85001,265.25,250,251.14999,3097100,123.4652
2016-11-04,252.8,254.35001,238,245.64999,4407500,120.76141
2016-11-07,250,256,248.25,251.10001,2313700,123.44063
2016-11-08,252.2,264.25,251.10001,262.10001,8927600,128.84822
2016-11-09,243,267.64999,236.3,266.20001,9108500,130.86379
2016-11-10,268,273.45001,267,268.04999,2633500,131.77323
2016-11-11,266.20001,275.79999,263.75,268,5753800,131.74866
2016-11-14,268,268,268,268,0,131.74866
2016-11-15,268,271.89999,255.05,257.04999,2377400,126.36564
2016-11-16,264.89999,264.89999,254.14999,259.85001,3622300,127.74213
2016-11-17,268.14999,269.79999,259,266.29999,6745800,130.91293
2016-11-18,268,287.75,265.79999,283.60001,10583300,139.41761
2016-11-21,285.64999,292,268,270.39999,7523600,132.92849
2016-11-22,274.79999,282.10001,271.25,274.85001,4923300,135.11612
2016-11-23,277.79999,277.79999,270,276.45001,2891400,135.90268
2016-11-24,276.54999,283,272.70001,277.35001,6095400,136.34512
2016-11-25,278.10001,281.25,274.95001,279.64999,2243700,137.47579
2016-11-28,281,294.39999,279.85001,292.5,4433600,143.79285
2016-11-29,295.95001,297.89999,291,293.29999,5246800,144.18612
2016-11-30,294,295.5,290.54999,292.79999,1946000,143.94032
2016-12-01,293,303.5,292.29999,299.39999,4976800,147.18488
2016-12-02,300.70001,304.35001,287.29999,289.95001,5950500,142.53927
2016-12-05,289.95001,300.54999,288.39999,299.39999,2605100,147.18488
2016-12-06,301.29999,301.29999,293,293.89999,2927200,144.48108
2016-12-07,300.20001,302.79999,295,298.04999,5273100,146.52122
2016-12-08,305,308.5,303.39999,306.10001,4007800,150.4786
2016-12-09,307.70001,308.89999,302.25,306.29999,2187100,150.57691
2016-12-12,309,313.79999,305.25,311.85001,4600300,153.3053
2016-12-13,314.20001,314.89999,311,312.89999,2603000,153.82147
2016-12-14,312.79999,312.79999,303.45001,305.70001,3615000,150.28196
2016-12-15,301.35001,308.5,300.39999,304.70001,2948700,149.79036
2016-12-16,306,307.64999,300.20001,306.10001,2860300,150.4786
2016-12-19,307.35001,317.70001,306.89999,316,5122900,155.34543
2016-12-20,318,318.85001,311.10001,312.85001,6044500,153.7969
2016-12-21,157.39999,159.89999,156.25,158.97501,5185500,78.15203
2016-12-22,159.45,160.89999,157.72501,158.2,6792400,77.77103
2016-12-23,158.45,162.39999,157.60001,161.75,6542700,79.51621
2016-12-26,161.72501,161.72501,148.575,150.97501,8676900,74.21923
2016-12-27,151.5,159.97501,148.85001,159.425,6619400,78.37325
2016-12-28,159.85001,167.72501,158.52499,165.925,18354800,81.56864
2016-12-29,163.97501,171.75,162.27499,168.175,19209500,82.67474
2016-12-30,159.10001,159.95,150.14999,151,13410500,148.46304
2017-01-02,152,154.45,148.14999,153.45,5732000,150.87187
2017-01-03,154,156.7,152.39999,154.7,3475500,152.10087
2017-01-04,155.2,156.3,153,153.75,4183700,151.16684
2017-01-05,154.5,156.2,153.64999,154.95,2731400,152.34667
2017-01-06,155.25,155.89999,152.45,152.95,2328500,150.38027
2017-01-09,153.39999,154.7,152,152.55,1990000,149.987
2017-01-10,158.39999,160.45,156.10001,157,10678300,154.36223
2017-01-11,157.89999,157.89999,155.35001,156.14999,1623100,153.52651
2017-01-12,156.8,157.35001,154.5,154.8,2015200,152.1992
2017-01-13,155.14999,155.8,153.64999,154.39999,1515200,151.80591
2017-01-16,153.95,156.35001,153,154.55,1822900,151.9534
2017-01-17,154.7,155.2,152.85001,153.3,1391500,150.7244
2017-01-18,153.55,153.85001,151.2,152.14999,4283200,149.59371
2017-01-19,152.45,153.2,149.75,150.10001,3135900,147.57817
2017-01-20,149.60001,149.7,145.64999,146.2,3828100,143.74368
2017-01-23,145.89999,149.14999,144,148.25,2557200,145.75924
2017-01-24,149.3,154.7,147.89999,150.64999,2117200,148.11891
2017-01-25,150.8,153.55,150.3,152,4756700,149.44624
2017-01-26,152,152,152,152,0,149.44624
2017-01-27,152.3,156.3,152,155.14999,2631600,152.54331
2017-01-30,155.05,156.45,150.25,151.2,2047400,148.65968
2017-01-31,151.3,151.89999,146.25,147.89999,5993100,145.41512
2017-02-01,148.25,153.45,146.8,152.60001,2645700,150.03616
2017-02-02,153.39999,154,149.10001,150.05,2038300,147.529
2017-02-03,149.55,152.60001,149.2,150.14999,2531300,147.62731
2017-02-06,151,153.85001,149.75,152,3294600,149.44624
2017-02-07,153,153.14999,149,150.14999,1853300,147.62731
2017-02-08,150.39999,159.45,148.7,158.45,13143500,155.78787
2017-02-09,160,162.2,157.2,158.95,9410700,156.27947
2017-02-10,159.25,159.89999,156.10001,156.60001,2567300,153.96896
2017-02-13,157.39999,159.10001,150.3,151.75,6159700,149.20044
2017-02-14,152,152.45,149.8,150.60001,2938700,148.06977
2017-02-15,150.3,150.3,144.75,145.75,3495300,143.30125
2017-02-16,146.14999,149.25,145.5,148.35001,3787600,145.85757
2017-02-17,148.75,153,146.45,152.60001,6598700,150.03616
2017-02-20,153,153.7,151.2,152.14999,2707200,149.59371
2017-02-21,152.45,154.45,152,153.2,2424200,150.62607
2017-02-22,153.5,153.7,150.14999,150.89999,2315500,148.36471
2017-02-23,150.7,151.14999,146.8,147.55,4751200,145.07101
2017-02-24,147.55,147.55,147.55,147.55,0,145.07101
2017-02-27,148,148.89999,146.35001,147.39999,1744000,144.92352
2017-02-28,148.14999,151.64999,147.5,150.55,3229300,148.0206
2017-03-01,150.89999,151.75,149.3,149.60001,1445800,147.08657
2017-03-02,149.60001,151.35001,147.10001,147.55,1674100,145.07101
2017-03-03,147.60001,148.89999,146.2,148.2,1608600,145.71008
2017-03-06,148.55,149.14999,147.2,147.5,1984900,145.02184
2017-03-07,148.3,148.3,144.85001,145.2,2288500,142.76048
2017-03-08,145,146.7,143.2,143.64999,2901200,141.23652
2017-03-09,143.10001,146.7,142.60001,145.35001,2055900,142.90797
2017-03-10,146.10001,146.55,144.10001,144.75,1632300,142.31805
2017-03-13,144.75,144.75,144.75,144.75,0,142.31805
2017-03-14,147,149.8,145.3,148.64999,2380600,146.15252
2017-03-15,151,152.39999,149.39999,150.3,3856300,147.7748
2017-03-16,151.10001,155.39999,150.3,155.10001,4934000,152.49416
2017-03-17,155.10001,155.64999,152.7,154.75,2500900,152.15004
2017-03-20,155.55,157.8,153.7,154.89999,2062100,152.29751
2017-03-21,154.64999,154.64999,149.60001,151.2,2702500,148.65968
2017-03-22,150,150,148.5,148.8,2986500,146.30001
2017-03-23,147.05,148,145.60001,146.8,3180700,146.8
2017-03-24,146.8,149.39999,146.55,147.60001,1502500,147.60001
2017-03-27,147.89999,148.95,146,146.75,2161200,146.75
2017-03-28,147,147.5,145.89999,146.75,3975800,146.75
2017-03-29,146.7,147.2,145.8,146.2,2810200,146.2
2017-03-30,146,147.25,143.45,143.75,5609700,143.75
2017-03-31,144.3,144.89999,143.5,143.95,3293000,143.95
2017-04-03,144.25,145.25,144,144.35001,1941100,144.35001
2017-04-04,144.35001,144.35001,144.35001,144.35001,0,144.35001
2017-04-05,144.55,151.2,144.5,150.60001,6993700,150.60001
2017-04-06,152.5,153.8,150.14999,150.8,8133700,150.8
2017-04-07,149.55,152.55,149.10001,150.10001,3491300,150.10001
2017-04-10,150.5,151.10001,149.64999,150.2,1198500,150.2
2017-04-11,150.39999,154.85001,149.5,154.39999,5693500,154.39999
2017-04-12,154.5,155.85001,151.25,154.85001,5225100,154.85001
2017-04-13,157,159.60001,155.85001,157.85001,10329400,157.85001
2017-04-14,157.85001,157.85001,157.85001,157.85001,0,157.85001
2017-04-17,158.3,162.39999,155.89999,161.05,6222600,161.05
2017-04-18,162,164.89999,159.60001,160.5,6573600,160.5
2017-04-19,160.8,162.8,159.75,162,2739000,162
2017-04-20,164.2,171,164.05,168.95,11081900,168.95
2017-04-21,169.75,170.55,166.10001,168.2,3618400,168.2
